# signal_id,signal_original_x,signal_original_y,signal_fano_y,peak_xcoord,peak_ycoord,w,A,y0,xc,q,b_field
8.100000000000000000e+01,4.199845900000000000e+09,-5.256650362029081057e-04,-7.078932679301769802e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.199858900000000000e+09,-5.258362345422554207e-04,-7.081598328954111492e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.199871900000000000e+09,-5.259927175208728781e-04,-7.084270676552714393e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.199884900000000000e+09,-5.261346966905630293e-04,-7.086949736362279035e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.199897900000000000e+09,-5.262623978917334473e-04,-7.089635522538379917e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.199911000000000000e+09,-5.263760627497271298e-04,-7.092348787027223395e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.199924000000000000e+09,-5.264759502791572197e-04,-7.095048119959267846e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.199937000000000000e+09,-5.265623385604751780e-04,-7.097754221140463535e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.199950000000000000e+09,-5.266355264498955198e-04,-7.100467104253486332e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.199963000000000000e+09,-5.266958352808312482e-04,-7.103186782853782065e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.199976000000000000e+09,-5.267436105134111826e-04,-7.105913270365724109e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.199989000000000000e+09,-5.267792232877483230e-04,-7.108646580078693995e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200002000000000000e+09,-5.268030718371869738e-04,-7.111386725143081788e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200015000000000000e+09,-5.268155827193601003e-04,-7.114133718566197561e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200028000000000000e+09,-5.268172118259662265e-04,-7.116887573208112395e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200041000000000000e+09,-5.268084451364603814e-04,-7.119648301777398549e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200054000000000000e+09,-5.267897991864736729e-04,-7.122415916826789397e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200067000000000000e+09,-5.267618212283740886e-04,-7.125190430748754803e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200080000000000000e+09,-5.267250890691735007e-04,-7.127971855770973489e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200093000000000000e+09,-5.266802105790336676e-04,-7.130760203951721924e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200106100000000000e+09,-5.266278228725986173e-04,-7.133577016262707213e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200119100000000000e+09,-5.265685911741094932e-04,-7.136379299715516281e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200132100000000000e+09,-5.265032073858959966e-04,-7.139188541525602226e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200145100000000000e+09,-5.264323883878850759e-04,-7.142004753024098563e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200158100000000000e+09,-5.263568741029830966e-04,-7.144827945348163111e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200171100000000000e+09,-5.262774253693264757e-04,-7.147658129435767319e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200184100000000000e+09,-5.261948216648631126e-04,-7.150495316020376085e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200197100000000000e+09,-5.261098587329964688e-04,-7.153339515625515904e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200210100000000000e+09,-5.260233461592159036e-04,-7.156190738559235678e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200223100000000000e+09,-5.259361049482747484e-04,-7.159048994908448265e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200236100000000000e+09,-5.258489651493885621e-04,-7.161914294533163611e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200249100000000000e+09,-5.257627635729400506e-04,-7.164786647060595020e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200262100000000000e+09,-5.256783416368745153e-04,-7.167666061879148344e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200275100000000000e+09,-5.255965433744371612e-04,-7.170552548132290817e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200288100000000000e+09,-5.255182136271285658e-04,-7.173446114712285450e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200301200000000000e+09,-5.254441964383429337e-04,-7.176369110485595216e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200314200000000000e+09,-5.253753336546427774e-04,-7.179276917985813510e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200327200000000000e+09,-5.253124637325376142e-04,-7.182191830979158193e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200340200000000000e+09,-5.252564207402902509e-04,-7.185113857285707400e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200353200000000000e+09,-5.252080335365564429e-04,-7.188043004440999081e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200366200000000000e+09,-5.251681251004823928e-04,-7.190979279688952241e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200379200000000000e+09,-5.251375119824149701e-04,-7.193922689974652663e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200392200000000000e+09,-5.251170038397231024e-04,-7.196873241936977078e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200405200000000000e+09,-5.251074030197793591e-04,-7.199830941901078562e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
8.100000000000000000e+01,4.200418200000000000e+09,-5.251095041504758726e-04,-7.202795795870707129e-04,4.198820000000000000e+09,3.299110000000000063e-03,1.601944029160998994e+06,3.257602477118338394e-03,-7.911714305505882557e-04,4.206136907299686909e+09,3.385427920129348234e+00,-2.400000000000000050e-02
